airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Jetblue Airways,3,M Shafer,21st June 2018,"✅ Trip Verified | Portland to New York JFK. Pros: Lots of free snacks such as: pop chips, sweet potato chips, cheeze its, and choc chip cookies. In flight wifi that includes free messaging. In flight TV channels. Cons: Very limited number of airports they fly in and out of within the US. Their planes have an outdated interior, like really outdated. TV screens on the back of seats that are super pixelated and are no bigger than 5'x5' squares. This is your only means of watching the inflight TV channels and movies. The movies have to be started at the beginning of your flight, they start on their own channel and can't be paused. They charge $80+ for the exit row. I personally had a not great experience on my flight home when our six hour flight was delayed due to ""catering"" only to then be told that catering couldn't make it to our plane so they just left without the food for the flight. I also ended up in a seat with a broken headphone jack that only emitted a high pitched squeal so I couldn't watch the tv. The TV tray at my seat was also broken, causing anything on it to slide into the aisle. I reported all these things to JetBlue, only to be told that my trouble was worth a $15 refund. I paid $650 roundtrip.",,Solo Leisure,Economy Class,Portland to New York JFK,June 2018,3,3,2,1,3,2,no
Jetblue Airways,10,T Watts,20th June 2018,✅ Trip Verified | Excellent flight with jetblue Mint business class. Our bags were taken to get checked in by a lovely jetblue mint team member. We got expedited security clearance too. We boarded on time and got seated. Our flight attendants came round and introduced themselves and asked if this was our first time flying mint. Our amenity kits and a little note were left on the seat. They came round with noise cancelling headphones for everyone. They asked if we would like a drink and myself and my husband chose the refresh mint cocktail. They came round and cleared cups before we took off. Bottles of water provided at every seat in advance. Seat was super comfortable I loved the fact the offer directTV entertainment this was great. The inflight wifi worked perfect and I could stream facebook live. The food again was lovely we ordered the plane eats menu and everything was tasty. The only slight gripe was that the croutons on the salad were soggy. But that's all I could say. Excellent selection of alcoholic drinks. Ice cream for pudding and I chose a lovely freshly brewed coffee. A decent choice of wines with our meal. I settled down as we flew at night and got around 3 hours sleep. It was lovely. The duvet pillow and seat were all comfortable. Cabin and toilets all clean. They left us a milkbar cookie to take home. I would definitely fly jetblue mint again.,A321,Couple Leisure,Business Class,New York to Las Vegas,June 2018,5,5,5,5,5,4,yes
Jetblue Airways,1,Mahir Dham,19th June 2018,"Not Verified | Me and my wife had a bad experience with Jetblue's staff on a flight to Cancun from Ft Lauderdale. Our 21 month old toddler was crying a lot with no clear reasons why. My wife and I were trying our best to calm her down. The air hostess comes over and says that we need to calm her down because we were disturbing other passengers! Of course we don't want our baby to be crying and do NOT want her to be distressed. We were trying our best to soothe her down but nothing was helping. This was totally unexpected. When the airline was contacted, they did apologize, but at the same time, they reiterated that the air hostess did not do anything wrong. So basically, Jetblue is a non infant/toddler friendly airline for sure. And they support their staff when they do anything wrong.",,Family Leisure,Economy Class,Ft Lauderdale to Cancun,May 2018,2,1,,,2,1,no
Jetblue Airways,3,D Allen,16th June 2018,"✅ Trip Verified | I was flying yerstaday on Jet blue from Fort Lauderdale to Newark. It was 2 hours delayed due to a weather. On the plane I was dehydrated and taking medication. I ask the staff 2 times to buy a food box for $ 8. He never came back. I went over to ask where it was and he said he forgot. Since I travel a lot on Jetblue, the service went down and the staff are not accommodating to customers. Very unhappy.",,Solo Leisure,Economy Class,Fort Lauderdale to Newark,June 2018,4,1,4,3,1,2,no
Jetblue Airways,2,David Sacramento,11th June 2018,"✅ Trip Verified | Always delayed. Today we suffered more than 2 hours delayed. This is the second time this month. JetBlue doesn’t care about customer time. I will no use this airline anymore. WiFi doesn’t work. Airplanes looks old and no maintenance, maybe that is because they have so menu problems and delays.",,Solo Leisure,Economy Class,Boston to Fort Laudardale,June 2018,1,1,1,1,1,1,no
Jetblue Airways,1,Dan Burke,10th June 2018,"✅ Trip Verified | Washington DC to Jacksonville. Flight was delayed with no explanation, took a full hour to get our luggage back because the ramp was “closed because of lightning” even though all the other airlines where getting bags in",,Solo Leisure,Economy Class,Washington DC to Jacksonville,June 2018,1,2,2,2,1,1,no
Jetblue Airways,1,L Merton,9th June 2018,✅ Trip Verified | Minneapolis to Boston. Horrible. 6:00 am flight was initially delayed 2 hours just minutes after boarding. Then it was delayed a half hour at a time all day long. Sitting at the airport now - 7 hour delay and still counting. No answers. They gave us snack bags of chips and pretzels at the 5 hour mark for the inconvenience. What a joke.,,Couple Leisure,Economy Class,Minneapolis to Boston,June 2018,3,3,,,1,1,no
Jetblue Airways,1,M Dixon,6th June 2018,"✅ Trip Verified | Atlanta to Boston. Worst customer service experience of my life! Even changed my flight booking against my wishes. No one cared to help when their plane was delayed 2 hours and I missed my international connection, leaving me stranded in the Boston airport for 22 hours. Never again!!",,Family Leisure,Economy Class,Atlanta to Boston,June 2018,3,4,4,3,1,1,no
Jetblue Airways,1,Judy Nelms,6th June 2018,"Not Verified | Nashville to Fort Lauderdale. I got an email that my flight was cancelled 6 hours before takeoff for 'maintenance issues'. As we were going on vacation, it was too late to change or cancel accommodations and car rental. I was told by two supervisors that my only options were to wait until the next flight which was 2 days away, make a 4.5 hr drive to Atlanta for a flight tomorrow, or just get a refund of the cost of my flight. They refused to help me find another flight on another carrier. As we already had several thousand dollars invested in this vacation, I had no choice but to do all the legwork and somehow manage to find a last minute flight that didn't cost $2,000. I did get one (thank goodness), that had multiple stops, was 3 hours longer and didn't get in until after midnight. I called Jetblue back to have them refund my flight and see if they could refund me the extra $269.00 it cost for my new flight. They refused and said they would only refund the cost of the flight and give a $100 flight voucher for my 'inconvenience'. Beware of Jetblue when there are problems, if you've read anything on this page you should see that they are ill prepared for issues or to compensate customers for what could be severe financial burdens. I felt like neither supervisor I spoke with was willing to go even a little above and beyond to help me out. I declined the vouchers and told them I would never fly JetBlue again - it's not worth the stress and the risk.",,Family Leisure,Economy Class,Nashville to Fort Lauderdale,June 2018,,,,,1,1,no
Jetblue Airways,1,J Dalshiyev,2nd June 2018,✅ Trip Verified | Chicago to New York. I had a multi country international trip booked which started with Jetblue flight in Chicago. When I arrived to the airport flight was cancelled and no help was offered whatsoever. I had to book my own flight running around airport like crazy to make it to JFK for my international flight. When I called Jetblue representative refused to issue me a refund. Never again jetblue. Choose a responsible airlines.,,Business,Economy Class,Chicago to New York,June 2018,1,1,,,1,1,no
Jetblue Airways,1,Israel Saldana,2nd June 2018,✅ Trip Verified | Washington to Fort Lauderdale. Horrible experience. M my flight was scheduled for 4pm and the flight kept getting delayed over and over. We took off at 2am. It was a real nightmare. Worst airline ever.,,Solo Leisure,Economy Class,Washington to Fort Lauderdale,May 2018,2,1,1,,1,1,no
Jetblue Airways,3,T Laresso,28th May 2018,"✅ Trip Verified | Orlando to Washington. Our first flight to our destination was fine. Standard reclining seat, drinks and snacks offered. Felt disappointed that our seats on the way back from our trip didn’t recline. When we asked if we could move into the empty seats behind us after take off, we were told that it would be an upgrade charge. Mind you the plane was a tiny two seater and it was not an upgrade in class or even leg room, we just asked for seats that reclined. They also set the AC to super low and purposely sold blankets. We paid over $300.00 for each of our seats, since when is it an upcharge to recline your chair and be frozen? The flight attendant wasn’t much help either and was dry with his responses.",,Couple Leisure,Economy Class,Orlando to Washington,May 2018,1,2,2,3,2,2,no
Jetblue Airways,2,M Gagnon,22nd May 2018,"✅ Trip Verified | Boston to San Diego. Absolutely horrible experience. My family was placed on a “Mint” flight in economy class (without our knowledge). The flight was delayed upwards of 3 hours because a catering truck for first class passengers had not yet arrived. There was absolutely no reason for the delay other than their shortage of catering for first class passengers. It wasn’t unfair to every other customer on the flight, and it is appalling to me that this seems to be happening all over the country with JetBlue flights. I will not be flying JetBlue again and I certainly hope to be compensated for this outrageous inconvenience.",Airbus A321,Family Leisure,Economy Class,Boston to San Diego,May 2018,3,2,,1,1,1,no
Jetblue Airways,5,Aron Sheinis,22nd May 2018,"❌ Not Verified | Washington to Boston. The flight itself was late, both for departure and landing. We were late more than 10 minutes for departure and landing, but some of this was due to low visibility conditions. Additionally, the employees at the kiosk were very unaware of when the aircraft would be getting in. They also failed to change the flight monitor at the gate to the delayed time. Despite these inconveniences, we did depart and land safely, with very little turbulence. The seating was pretty comfortable, and the in-flight WiFi actually worked, to my surprise. The overall flight was not bad, and I wouldn't mind flying with jetBlue again.",Embraer ERJ-190,Solo Leisure,Economy Class,Washington to Boston,April 2018,3,1,1,1,1,3,yes
Jetblue Airways,6,J Leeson,21st May 2018,"✅ Trip Verified | Fort Lauderdale to Salt Lake City. My wife has a severe peanut allergy. I always double check to make sure it’s in the system. Our return flight did not have the peanut allergy on my wife’s profile from the first flight. I had them add it and once we went to our gate the person in charge checked the ticket, because we board early to wipe the seats, and he said it wasn’t in their system, life and death allergies are no joke!",,Couple Leisure,Economy Class,Fort Lauderdale to Salt Lake City,May 2018,5,2,3,3,5,5,no
Jetblue Airways,1,Jennifer Flatt,15th May 2018,"✅ Trip Verified | Aruba to Detroit via Ft Lauderdale. This was my first time traveling JetBlue and it was the worst experience. Firstly, the app would not allow me to check in, the terminal kiosk would not allow me to check it. Therefore, I was forced to stand in line to check in with an agent. Next my flight was delayed due to “maintenance”. I had an extremely close connection at the Ft. Lauderdale airport. The most stressful day of travel. Upon my return flight, again the app and check in kiosk were not available to me. My second flight was delayed three hours again due to maintenance. I met a couple on my trip who also flew Jetblue to our destination and they missed their connecting flight and was forced to spend the night in Ft. Lauderdale due to plane “maintenance”. With all this maintenance that you’re performing you would think the planes would be impeccable. I will spend the extra $200 in the future and fly Delta. I have nothing positive to say about my experience and I will not give them a second chance.",,Solo Leisure,Economy Class,Aruba to Detroit via Ft Lauderdale,May 2018,2,2,1,1,1,1,no
Jetblue Airways,1,C Rojo,13th May 2018,✅ Trip Verified | Long Beach to Las Vegas. We purchased our tickets to make a concert at 8pm in Las Vegas. Our flight time was supposed to be leaving at 4:56pm. Our flight has been delayed 3 times. Now until 8 pm! Now we our out the $500 for our tickets and jetblue could care less. I will never use this airline again.,,Couple Leisure,Economy Class,Long Beach to Las Vegas,May 2018,,,,,1,1,no
Jetblue Airways,2,N Kirtin,8th May 2018,"✅ Trip Verified | Ft Lauderdale to Quito. I was really disappointed in the interior of the plane on my recent flight. Before flying, my impression of JetBlue was that the airline had high-quality entertainment and interiors. The plane flying to Quito was really worn out. Whole rows of screens were not working and flickering quickly. My row fortunately worked at first, but then failed about 2 hours into the flight. The attendants seemed to have trouble speaking clearly over the intercom. The plane was also uncomfortably hot. I was impressed by the in-flight service, but the low quality of the plane was deeply disappointing. The JetBlue gate area in FLL is also very overcrowded and low on services. This makes me really weary of taking JetBlue to South America or the Caribbean again.",A320,Solo Leisure,Economy Class,Ft Lauderdale to Quito,January 2018,1,5,2,1,1,3,no
Jetblue Airways,4,Anna Ramsawak,7th May 2018,"✅ Trip Verified | My flight was from Port of Spain to New York on 5/4/18. One member of cabin staff was very lazy, not helpful at all, extremely rude towards crew members and passengers. I asked for tea or coffee and he said there was no more with an attitude meanwhile the other flight attendant got me the coffee with any hesitation and was extremely polite snd helpful. I'm very disappointed with this situation, seeing that I've always had good experiences with Jetblue. Several passengers dealt with the same issue and were all complaining during the flight. It was very unfortunate that the other crew members had to deal with this attitude as well.",A320,Solo Leisure,First Class,Port of Spain to New York,May 2018,5,1,3,3,5,3,yes
Jetblue Airways,1,S Hinton,6th May 2018,✅ Trip Verified | Denver to Boston. Jetblue made my expensive trip to Boston miserable. They don't care to indicate online as to which seats do not tilt back so I picked the wrong seat. Had 1 hour of sleep on the plane and was absolutely spent the next day during classes. I complained to a stewardess and she didn't care less. No place else to complain to with jetblue. I hate these people.,,Solo Leisure,Economy Class,Denver to Boston,April 2018,1,1,1,1,1,1,no
Jetblue Airways,10,James Hawthorne,4th May 2018,✅ Trip Verified | Houston to New York JFK. I have not flown jetBlue in a while and just wanted to say that the crew of B6 282 on 3rd May are doing a phenomenal job. Very rarely have I seen such a hospitable and nice crew. I hope the crew gets at least some recognition for their efforts as it is too often I encounter very unfriendly and unpleasant flight staff. I will be looking to fly jetBlue from now on.,A320,Family Leisure,Economy Class,Houston to New York JFK,May 2018,5,5,5,4,5,4,yes
Jetblue Airways,2,M Garmez,30th April 2018,"✅ Trip Verified | On Sat April 28 I was flying on flight 959 from Bradley international to Fort Lauderdale at what was suppose to be 7:45am. According to the JetBlue staff, the first delay was due to chipped paint at the nose of the aircraft that needed to be fixed. Then an entire hour later they ran into an “over fueling” issue that set us back. The JetBlue staff stated that specific plane was ready for take off to San Juan PR and was not prepared to travel to Fort Lauderdale with that much fuel and had to wait for the fuel service to come and fix the problem. My sister and I had our children with us and had to board the carnival cruise by 3:30pm at the Miami port which is at least 45mins away from Fort Lauderdale with traffic. We did not leave Bradley until about 10:10am. So as you figured we did not make it in time to board our cruise for my sons 8th birthday. We did not receive a dime back and had to return flight back home the next morning. Seeing we are in spring and it was an early enough flight we did not think insurance was necessary. I’m so disappointed in Jetblue and will never pick this airline as first choice.",,Family Leisure,Economy Class,Hartford to Fort Lauderdale,April 2018,3,2,,,1,1,no
Jetblue Airways,3,S Monham,29th April 2018,"✅ Trip Verified | On the way from Ft Lauderdale to Punta Cana our flight was delayed an hour and then we sat on the plane for two hours “waiting for fuel” while Spirit planes came and went the whole time. On the way home we were delayed an hour on the flight from Punta Cana to FL and then our flight from FL to Charleston delayed an hour and a half (no explanation why). Every single flight was delayed. Not like a ten minute delay but an hour or more. Incredibly frustrating. And only one flight attendant we encountered was actually friendly. Will fly any other airline if at all possible. If you have somewhere to be, don’t fly JetBlue.",,Family Leisure,Economy Class,Ft Lauderdale to Punta Cana,April 2018,3,1,,3,1,3,no
Jetblue Airways,1,James Clark,28th April 2018,"✅ Trip Verified | San Francisco to Jacksonville via New York JFK. They put us at the very back of the plane on the way to JFK on our outbound plane. The seats did not recline and they were next to the bathroom. For our return flight we had to change the day and when we did that the airline associate we spoke to said they would not put us in the back on our return flight. Oddly enough, when we arrived in JFK for our return flight we were told we had the seats in the back of the plane, again. The associate at the gate was extremely rude when we said that we were told that we would not get those seats. Bottom line is this airline has no integrity. We’re very disappointed. I will, from here on out, be very opposed to flying this airline.",,Business,Economy Class,San Francisco to Jacksonville via New York JFK,April 2018,1,1,1,1,1,1,no
Jetblue Airways,1,Jordan Woods,24th April 2018,"✅ Trip Verified | Detroit to Fort Lauderdale. This was without a doubt, the worst traveling experience I've ever encountered. We sat on the terminal for over two hours, waiting to 'de-ice.' Mind you, I counted over 10 planes come in and take off while we continued to sit there. With the whole flight crew knowing that they had over 85% of the flight needing to be on time with their connecting flights. We were assured that the crew did not know any information and they could do nothing to help us. Once we landed, the captain casually said that we were over two hours late. He never apologized for the horrible landing or terrible timing that had occurred. Then we were advised to go the help desk and we would be assisted there. They had one staff member helping our whole flight. We weren't booked to fly out until the next day, in which we had to fight to get a hotel to stay in for over night. Jet Blue did not care about anyone's time management or money. Every single flight that we had or saw was delayed. It is the worst airline I've ever flown on and will never recommend it to anyone.",,Solo Leisure,Economy Class,Detroit to Fort Lauderdale,April 2018,3,2,2,2,1,2,no
Jetblue Airways,1,C Hammond,23rd April 2018,"✅ Trip Verified | Ft. Lauderdale to Richmond. Flight leaving Fort Lauderdale was delayed several times without any explanation. Staff was rude and very unfriendly. The supervisor was the rudest of all. I told her she was deflecting; she replied, “I’m offended by your language.” First and last time utilizing this airline.",,Business,Economy Class,Richmond to Ft. Lauderdale,April 2018,2,2,,,1,2,no
Jetblue Airways,1,A Kulfan,19th April 2018,✅ Trip Verified | New York JFK to Antigua. Long delays without notification nor explanation. Told to arrive 3 hours before departure then delayed over 2 hours. Flight attendants seemed very unhappy to be on board. After such inconvenience it would have been nice to receive a complimentary drink or at least a smile from their employees. Not a “Happy” airline.,,Couple Leisure,Economy Class,New York JFK to Antigua,April 2018,2,1,,1,1,1,no
Jetblue Airways,9,B Tarbil,17th April 2018,✅ Trip Verified | New York JFK to Orlando. Very impressed. The seats had so much legroom and were very well padded. The flight attendants did a great job serving everybody drinks and snacks. Although on their A320s the IFE is not that good. They have direct TV but you had to order the movies (or something) and headphones were $5 but only with credit/debit.,Airbus A320,Family Leisure,Economy Class,New York JFK to Orlando,March 2018,5,5,5,3,4,5,yes
Jetblue Airways,2,Sara Castellan,15th April 2018,"✅ Trip Verified | Detroit to Fort Lauderdale. I am very disappointed in my recent flying experience with Jet Blue. My boyfriend and I were traveling to Cancun for a getaway, on the way there we had a connecting flight to Fort Lauderdale with a layover time of 43 minutes. We were delayed as the plane needed to be deiced prior to takeoff, which set us back 25 minutes. Our flight was a smooth flight, landing in fort Lauderdale 22 minutes prior to us needing to get on our connecting. However, due to us arriving a bit later than scheduled time we had no gate to run into therefore waited on the runway for 20 minutes, causing us to miss our connecting. We were informed by the pilot that he got confirmation from the pilot that they would hold the doors. The crew allowed us to get off the plane first and race (and mean race) to our gate. Jetblue closed the doors 1 minute prior to us getting to our gate. We ran to the desk however the gentlemen informed us we were too late the doors have already been closed. I informed him the pilot was aware we were minutes late however he said that’s too bad once the doors are closed they are closed. The customer service received at the help desk was ridiculous. The attendant advised us there was nothing they could do other than put us on the next flight which was scheduled for the next day. I told them that was in 24 hours from now and they said we could sleep in the airport. We requested to speak to a manager as we were receiving little help or support. 1 hour later no manager arrived. I phoned JetBlue and advised them of our situation and in turn they offered us a free stay at a nearby hotel. Better than sleeping on a stiff airport chair. I am writing this review so customers/future customers flying with JetBlue can see the hassle my boyfriend and I went through. I am thankful we received a night however if a gate would have been opened we never would have had to spend 3 hours at the airport trying to make alternative arrangements and would have enjoyed the day/night paid for at the all inclusive resort. Not a good way to spend your anniversary! I would also like to add - if you are connecting to another flight using the same airline and you are Within minutes of reaching your gate, the pilots should communicate with each other. Not a good experience with Jet Blue!",,Couple Leisure,Economy Class,Detroit to Fort Lauderdale,April 2018,4,4,4,3,1,3,no
Jetblue Airways,10,Lauren Speer,13th April 2018,"✅ Trip Verified | Washington DC to Fort Lauderdale. JetBlue They made flying so simple and easy. Staff was super friendly. Flights were on time, seats comfy, plenty of leg room, and they were quick to load our baggage over to baggage claim. Wifi worked great on the plane, you could also watch tv which I really liked. I will definitely be flying JetBlue again.",,Couple Leisure,Economy Class,Washington DC to Fort Lauderdale,April 2018,5,5,5,5,5,5,yes
Jetblue Airways,4,J Andrews,10th April 2018,"✅ Trip Verified | Very disappointed in how fast the quality has declined with JetBlue. As recent as two years ago I would have said it was the best airline in the US. Flew Detroit to Boston. After today, I’d have to put them a grade above Spirit. Inflight entertainment is primitive and outdated. Flight delays seem to be a regular occurrence. No USB ports to charge your devices. Looks like I’ll be sticking with Delta until JetBlue catches back up.",,Couple Leisure,Economy Class,Detroit to Boston,April 2018,2,4,4,1,3,2,no
Jetblue Airways,3,Renaud Fournier,8th April 2018,"✅ Trip Verified | After over an hour and a half unexplained delay on a flight from Newark to Tampa, we waited with absolutely no communication of any type for 30 minutes. It seems based on rumors in the plane that a passenger with a dog refused to put the dog in their carrier. I went up after 30 minutes asking for communication to the passengers and was ignored. The flight crew kept complaining about the passenger with the dog very unprofessionally and gossiping about other flights. Ground crew was particularly unprofessional.",,Family Leisure,Economy Class,Newark to Tampa,April 2018,3,1,3,3,1,3,no
Jetblue Airways,2,John Kessler,8th April 2018,"✅ Trip Verified | Charleston to Boston. We have been stuck at the airport now for 6 hours and still no true light in sight. Looking at the Jet Blue screen there are 6 delays. I wish there were more up to date on there delays. We checked before leaving for the airport everything said on time. Seems 20 minutes after dropping off the rental car we get the delay notice, 1 hour, getting updates but been here for six hours now. We could have stayed in the rental and enjoyed the days, instead we are sitting with about 600 customers. The delay is due to a breakdown with the plane. I asked at the other gates that were delayed and all stated there was a concern with the plane. I guess I have no choice as I am stuck here. Please stay away from airlines they do not care about your time or there delays as it not there time they are wasting. I have only flown JetBlue three times - 2 out of three were horrible.",,Business,Economy Class,Charleston to Boston,April 2018,2,1,1,3,2,2,no
Jetblue Airways,1,Kodie Kubecka,7th April 2018,"✅ Trip Verified | JetBlue used to be good and on point but my last 3 experiences were completely unacceptable and I will never be flying with them again. First flight they delayed it 4 times; but it was a morning flight and I still got to my destination; dealt with it 2nd flight traveling to New York, canceled my flight 15 minutes before it was supposed to take off. Put me on a new flight which was delayed 3 times. Got to New York, lost my luggage, delivered it to me 2 days later, completely ruined. Third flight (current situation) convinced all friends to fly with them since I had a credit from the last experience. Flight to Vegas for best friends bachelorette. Had a limo waiting for us upon pick up that was paid for and bought tickets to a show as well. Flight delayed four times now. I called after the first time and the guy said it was due to weather, so I was understanding, you can’t control the weather - delayed the second time and the guy at the counter said it was due to the plane not leaving Havana Cuba yet. Delayed a 3rd time; getting pretty frustrated at this point and call again. They can only say sorry. Doesn’t help me. Then delayed a 4th time. It’s now not supposed to leave until 12:45AM. Our entire night is cancelled and ruined. I looked at the board and it looked like every Jetblue flight was delayed. I promise they used to be good; but they aren’t anymore. If you want to get to your destination on time, fly with Delta, American, or even Spirit I would say is better now. Less amenities but more reliable. I’m extremely disappointed.",,Family Leisure,Economy Class,Fort Lauderdale to Las Vegas,April 2018,1,1,1,,1,1,no
Jetblue Airways,5,H Kealey,4th April 2018,"✅ Trip Verified | Chicago to Boston. Did not meet my expectations. JetBlue boards from the back of the plane, which really sucks because I had seat 3D. Boarding as quick and went okay. Legroom on the E190 is amazing, felt like Premium Economy on a legacy carrier. The IFE was outdated but worked amazing. Many channels and things to choose from.The wifi is free and worked very well. Now to the bad things. There was only 1 flight attendant and he wasn't the best. Service started late and it was done in an unprofessional manner. The website said there would be snackboxes on this flight but he did not have any which was disappointing. He acted uninterested in us and didn't really talk much or act happy. The pilots also did not make any announcements or keep us informed at all. Overall, it didn't meet my expectations but it was decent and I would probably still choose them again for a future flight.",Embraer 190,Solo Leisure,Economy Class,Chicago to Boston,March 2018,5,1,1,4,4,5,yes
Jetblue Airways,9,Raymond Pasciuto,3rd April 2018,"✅ Trip Verified | Ft. Lauderdale to Boston. I would like to commend our flight attendant for her professionalism, politeness, and perseverance dealing with a man who sat in a “MORE SPACE” seat that was not assigned to him. She explained that he needed to either pay the extra charge for the seat or have to return to his seat. He gave her a very hard time but she was really a rock star with handling him and finally the man paid the extra charge. She treated him no differently than anyone else for the rest of the flight. A job well done.",,Couple Leisure,Economy Class,Ft. Lauderdale to Boston,March 2018,3,5,4,3,2,4,yes
Jetblue Airways,1,D Shanzak,1st April 2018,"✅ Trip Verified | Philadelphia to Fort Lauderdale. Never again in my life. The plane is at the gate, but they can't find crew. Suppose to leave at 8:15pm, departed at 3.30am. They can't find crew at Philadelphia International. Can you believe it? Spent the night at the airport",A320,Family Leisure,Economy Class,Philadelphia to Fort Lauderdale,March 2018,2,1,1,1,1,1,no
Jetblue Airways,5,K Pearce,30th March 2018,"✅ Trip Verified | We originally had a 4 hour layover scheduled in Fort Lauderdale. When we arrived the Jetblue folks said we may be able to make the earlier flight, but then quickly said we could not. We went to the gate of the earlier flight and they said it would be a $75 per person change fee. Our flight was already delayed but they would not waive the fee. So, now our flight is delayed 90 minutes and we will now have at least a 5.5 hour lay over because JetBlue would not give us open seats. They said it is policy. The reason I fly Jetblue was because I liked that they were customer friendly - not like American or United. This policy contradicts that belief. I will not be going to Jetblue as a preferred airline anymore. I hope they consider the impacts of their “policy” on the customer experience.",,Family Leisure,Economy Class,Providenciales to Washington via Fort Lauderdale,March 2018,5,3,5,3,3,2,no
Jetblue Airways,5,S Haile,25th March 2018,"✅ Trip Verified | Fort Lauderdale to Jacksonville. This is my first and last time ever flying with Jet Blue. My flights were delayed by over an hour each way, very frustrating. Not choosing Southwest because of a slight montary difference for this certain route was a mistake I will be certain to never make again.",,Solo Leisure,Economy Class,Fort Lauderdale to Jacksonville,March 2018,3,3,3,,1,3,no
Jetblue Airways,1,J Wilkins,23rd March 2018,"✅ Trip Verified | Woke up this morning to JetBlue cancelling my flight from Boston to Houston at 6.52am, and blamed it on ""weather conditions"" only to put me on a flight to Dallas 30 minutes later and there be no issues. Missing that flight to Houston cost me time, money, and possibly a job. That was poor customer service on their part, and blaming it on weather when the weather was fine in Houston and Dallas was ridiculous. I'm sure it's all about the money as always so I would never recommend this airline to anyone.",,Solo Leisure,Economy Class,Boston to Houston,March 2018,2,2,2,2,1,1,no
Jetblue Airways,4,G Andrews,22nd March 2018,"✅ Trip Verified | Flew Fort Lauderdale to Barbados. Seriously underwhelmed. Well, actually surprised by the old (18-20 years old said pilot) A320 which was not clean. The tiny seat screens for entertainment flickered in and out on my seat and the one next to me. The service was fine (think AA or Delta) and we arrived on time but, due to other reviews, I was expecting more. I usually fly Delta or AA and I see no reason to change.",A320,Solo Leisure,Premium Economy,Fort Lauderdale to Barbados,March 2018,2,3,2,1,3,3,no
Jetblue Airways,1,C Marlen,20th March 2018,"✅ Trip Verified | Salt Lake City to Orlando. From 3:49pm to 7:30pm I received multiple emails of flight delays, then corrected to on time, then delayed, then on time, then delayed from 10pm departure to 1am departure. I called the airline to complain that this did not seem as a weather delay even though it was insisted multiple times that it was, but as internal issues, seeing as they knew the plane from NY was delayed to us by 2 hours and we kept receiving multiple changes. You can track a plane on flight aware and know when it will take off and land. I explained my case and the manager states “so you want a refund”. I said I think that is fair seeing as this is clearly not a weather delay because you can track the plane that was supposed to pick us up, and the airline knew since 3:49pm it was not going to make it. She refunded my money but did not say anything about cancelling our tickets. Maybe I am just ignorant, but I thought the airline was refunding my money because they valued their clients. Thankfully we realized she cancelled our tickets because the App no longer found our reservation. I called back to in fact confirm with a live person a manager cancelled my reservation without telling me, then had to void the refund, was charged again, and received our places back on the flight. Now I am sitting exhausted in the airport, as I write, being told the flight was delayed actually by a mechanical issue. Not by a flight delay from the planes previous destination, as I expected all along. But at least my husband and I have a ticket to board and didnt get to the airport with no reservation because the woman failed to tell me she completely cancelled our flight. That would have been another aggravating battle to deal with. What are we supposed to stay in Salt Lake City for the rest of our lives?!? As far as I’m concerned every passenger should be refunded for the lies this airline has said to their customers. We will never fly this airline again.",,Couple Leisure,Economy Class,Salt Lake City to Orlando,March 2018,,,,,1,1,no
Jetblue Airways,1,Elena Joludeva,9th March 2018,"✅ Trip Verified | Ft Lauderdale to Chicago. Very disappointed, worst experience with this company! Not only that our two flights were delayed by two hours and one hour but also they didn't allow us with a baby 2 months and 3 years to board earlier like preboarding which other airlines allow and also gave us tickets in the last row of the plane. Never ever will fly again with them!!",,Family Leisure,Economy Class,Ft Lauderdale to Chicago,March 2018,1,1,1,,1,2,no
Jetblue Airways,8,Robert Pierce,21st February 2018,"✅ Trip Verified | First time ever flying JetBlue. I wasn’t disappointed! Even on the short 49 minute hop from Newark to Boston (and at 5.30 am, I might add), the cabin crew and pilots were quite warm, friendly, and very helpful. My carry-on was unable to fit in the overhead bins, so the FA placed my bag in an empty seat so we didn’t have to gate-check it. Early departure and arrival, pilots provided arrival gate info in the air. Snack and drink service was efficient and quick. Cozy leather seats, albeit a bit old. IFE was medicore, but appreciated! I plan on choosing them over United any day on this route. Also mind you, $49 one way ticket booked one week before departure (including seat selection and snacks on board).",Embraer EMB-190,Solo Leisure,Economy Class,"Newark, NJ to Boston, MA",February 2018,4,5,4,2,5,5,yes
