airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended
Delta Air Lines,10,C Balleni,2nd October 2017,"✅ Verified Review | New York to Lisbon, returning Dublin to new York. The price, despite being in summer season, was excellent, especially in comparison to most other options. The level of service was the best we've experienced in many years of travel. It begins with the cockpit crew and attendants greeting passengers on entrance to and departure from the flights. They seemed more personable and enthusiastic than is common, and communicated pride and pleasure in their work. The food was surprisingly good and plentiful, free beverages were varied and frequent. We counted two passes with hot towels and four involving beverages. The entertainment options were fresh and divergent.Finally, we were forced to return due to a member of family's medical emergency. Delta could not have been more supportive and considerate related to this circumstance. Delta has announced in this past week, the upcoming utilization of a system involving in flight wifi free of charges will be initiated in the near future.",,Couple Leisure,Economy Class,New York to Lisbon,September 2017,4,5,5,5,4,5,yes
Delta Air Lines,1,Kyle Yoder,2nd October 2017,"✅ Verified Review | Atlanta to Augusta. Once again Delta disappoints in their ability to deliver anything close to the promised service. I know complaining about small planes is played out but in this case I went out of my way to purchase specific luggage that meets all airline requirements and of course none of the provided storage space was as advertised. And to top it off the flight was delayed, again. Honestly would travel any other airline if possible. This has to be one of the shorter flights in the country and still service is poor.",,Solo Leisure,Economy Class,Atlanta to Augusta,October 2017,1,1,2,1,3,1,no
Delta Air Lines,3,C Peck,1st October 2017,"✅ Verified Review | San Diego to New York. I booked my tickets through Delta.com and there's an options between choosing Main Cabin (couple dollars more to pick the seats) and the regular Economy. Having paid a couple more dollars, I was able to secure seats for my family and me. I received a confirmation e-mail and everything looked good. It would've been the perfect vacation / honeymoon for me and my husband who got married a week before. Delta gave me the worst traveling experience ever. I bought a total of 16 tickets in the span of 2 weeks for me and my family. I just want to sit next to my husband. I paid to achieve that. I reserved seats 32A and 32B, but when we went to check in, we got seats 35A and 34B. I paid for a service and didn't get it. I was traveling with my mom and aunt as well as my husband, but because they left half way, I thought I just booked the seats and would've figured out seating arrangements amongst ourselves when we got on the plane. I realized that even though I reserved seats, I didn't get them. Who separates the newlyweds? You can count on Delta!",,Family Leisure,Economy Class,San Diego to New York,September 2017,5,3,4,3,1,2,no
Delta Air Lines,10,Namcy Daso,30th September 2017,"✅ Verified Review | Atlanta to Cleveland. Delta treated me great when I needed to return home 2 days earlier due to husband illness, they made it very simple and even though I had not purchased insurance they only had be pay a 50Dollar fee. Also no problems with boarding the flight, everyone was great.",,Solo Leisure,Economy Class,Atlanta to Cleveland,September 2017,3,4,2,3,5,5,yes
Delta Air Lines,1,B Stanton,25th September 2017,"✅ Verified Review | Atlanta to Ft Myers. They overbooked the flight to include my ticket, leaving me stranded at Hartsfield since it was the last flight out back to RSW, and said that I would have to find another flight. Waited at the gate kiosk for 15 minutes only to have them rudely direct me to a delta customer service counter. There, I had to wait for almost an hour and once I talked to the lady she said that since I was an economy customer she could not rebook me for another flight since I had a zero balance available. It was their fault they overbooked and they refused to give service. They said I could try calling the customer service number to order another full price ticket (for $458). Found a way better deal with Southwest for $230 that left at a better time.",,Business,Economy Class,Atlanta to Ft Myers,September 2017,,,,,1,1,no
Delta Air Lines,7,P Steensen,21st September 2017,"✅ Verified Review | Los Angeles to Sydney. Delta had a 3x3x3 layout in economy class on this Boeing 777 on this flight from LA to Sydney. I had an economy comfort seat, which features more legroom and slightly more recline, both valuable assets on a 14 hours flight. The seat was comfortable, and I could catch some sleep. The service was decent. However, the food was rather sub-standard. I had a tasteless cheese ravioli dish. At least, I cannot complain regarding the amount of food available: Delta served a snack in the middle of the flight (sandwich, apple, cookie) and breakfast (French toast). Furthermore, they had a snack bar where you could serve yourself during the flight.",Boeing 777-300ER,Business,Economy Class,Los Angeles to Sydney,September 2017,5,3,2,3,4,4,yes
Delta Air Lines,1,Judith Thoby,19th September 2017,"✅ Verified Review | New York JFK to Ft Lauderdale. I've purchased an online ticket and when I get to the airport I was assigned my seat in boarding pass. At the gate i was informed by the agent the flight is overbooked and if I do decide to go on a later flight I will be awarded with an $800 voucher since it was not to late and sounds great so I said yes I'm in, then she took my boarding pass she copied and told me to go ahead and have a she'll call. I was very hungry but I waited till everyone board which was over an hr of course, later she called my name then she gave me a new boarding pass she said go in, like I had no choice. So I get on the plane, after takeoff I grabbed my book and found my original boarding pass with a seat that the attendant just gave a free earpiece to, and I was just charged for one. I realized she had given my seat away to someone else and give me a broken seat. When I point it out to the flight attendant she said there's nothing they can do for me that the flight is full (with empty first class seats of course) however she will send a red code to the counter at the exit, and go talk to an agent when landed which I did - at the counter in FLL she completely ignored me. She had told me to call if I have a complaint she's busy.",,Solo Leisure,Economy Class,New York JFK to Ft Lauderdale,June 2017,1,1,,5,1,1,yes
Delta Air Lines,9,Ondrej Liska,19th September 2017,"✅ Verified Review | Delta allowed me to change our destination due to Hurricane Irma free of charge, on the day of the flight. I see this as an extraordinarily positive gesture. Airplanes quite new, service reasonable. On national flights weaker refreshments. Overall good price-value ratio.",Boeing 767-400,Business,Economy Class,Prague to Los Angeles via New York JFK,September 2017,4,4,4,4,5,5,yes
Delta Air Lines,1,M Weber,15th September 2017,"✅ Verified Review | San Jose to Atlanta. I have seen a lot of service on airplanes, good and bad. This service before the boarding was by far the worst experience in a long time. Online Check In didn't work due to technical issues, no seats available at check in to sit next to each other. Even three hours before. Exit was available but didn't give us without charge. No customer service as I expect. Was supposed to ask at gate, waited 20 Min and the answer was ""No, flight full. Next please"". Very rude and not friendly at all. A good explanation would be fine. Was questioned by employee about visit to Costa Rica without letting me know about the reasons for his questions. Don't recommend this airline. Bad service, rude behavior.",,Couple Leisure,Economy Class,San Jose to Atlanta,September 2017,1,1,1,1,1,1,no
Delta Air Lines,7,Simon Castleman,14th September 2017,"✅ Verified Review | Amsterdam to Seattle. I have to admit having read the reports on this site I wasn't looking forward to this flight but the service was very good, the flight attendants professional and helpful and food/drinks offered were good quality and well presented. Seat was comfortable. If I have a complaint the IFE film selection was not particularly my choice but there was enough I could pick from for the flight.",A330-200,Solo Leisure,Business Class,Amsterdam to Seattle,August 2017,4,4,4,3,4,4,yes
Delta Air Lines,1,M Garmen,13th September 2017,"✅ Verified Review | Salt Lake City to Raleigh Durham on DL1846. Paid for business class ticket and gate agent gave it away to someone else when I was in the terminal, on my way to the gate (using restroom -- sometimes you gotta go), more than 10 minutes before departure. When I arrived, the gate agent essentially said ""too bad, I can do what I want"" with a big ""forget you"" to a very loyal customer. I guess 650,000+ miles in the last five years doesn't mean much to these guys.",,Business,First Class,Salt Lake City to Raleigh Durham,September 2017,1,3,1,1,1,1,no
Delta Air Lines,9,Mike Beswetherick,11th September 2017,"✅ Verified Review | London Heathrow to Portland. I had the pleasure of travelling to and from Portland with the same cabin crew. They were really efficient, friendly, helpful and informative, not only in terms of in flight support but also useful data and advice re our time in Oregon. Further, despite being very approachable they maintained a highly professional approach. In respect of the food, there was a good range on the menu and the ""hot food"" was actually hot. The only small downside re refreshments was that we were not provided with the usual pre-flight drink on our way back from Portland. Seating and in flight entertainment were fine though I did not find the flatbed particularly comfortable. My thanks to all the great cabin staff( and of course the pilots), for facilitating two enjoyable flights.",Boeing 767,Solo Leisure,Business Class,London Heathrow to Portland,September 2017,4,5,5,5,4,5,yes
Delta Air Lines,8,P Newman,8th September 2017,"✅ Verified Review | Had a very pleasant flight with Delta from Atlanta to Bogotá. Delta uses a narrow-body Boeing 757-200 for this flight, which features the same business class as in domestic flights. It has five rows with 2x2 recliner seats. But for a four-hour flight, this is perfectly sufficient. The service was very good, and the food was tasty. Delta usually has a meat and a vegetarian option on this flight. I had a salad, Ravioli with fresh vegetables and a fruit platter for desert. I could not have asked for more.",Boeing 757,Business,Business Class,Atlanta to Bogotá,August 2017,4,4,4,4,4,4,yes
Delta Air Lines,9,Cynthia Kressin,8th September 2017,"✅ Verified Review | We had very good customer service on our recent trip to Tampa! I was worried about traveling in light of the negative publicity surrounding different airlines, especially traveling with a 5 year old, a 2 year old and infant. Allowing us to board first and get settled was very helpful as well as allowing us to check car seats, strollers at no cost. But the best part was when we were coming back and my 2year old grandson had had enough refusing to buckle, wanting to get out of his seat, etc. We were in the very back seat next to the stewardesses seat. A lady sat beside him and held his hand and talked with him, got him cookies and juice, showed him pictures of her children while we were taking off and landing. She was so good and sweet with him! Really made our trip home less stressful and more enjoyable!",,Family Leisure,Economy Class,"Cedar Rapids, IA to Tampa, FL via Atlanta",August 2017,4,5,5,,5,5,yes
Delta Air Lines,3,K Hatton,7th September 2017,"✅ Verified Review | Seattle to Los Angeles. First the planes--thus gates--were switched last minute. Shuttled across the airport and boarded to find that we were delayed because they had to verify the switch (due to a faulty turbo needed for Alaska but not Los Angeles) and because we had too much fuel (again, needed for Alaska not LA). Then because during the now 90 min wait with no air conditioning on a 85+ degree day* we'd used gas from one side of the plane and not the other so it had to be siphoned over. Amazing crew of flight attendants gave us water for the heat and encouraged us to file official complaints. But that 1/2 glass of ice-less water each used up the entire flight's supply. Lots of unhappy flyers, crew, and missed connections.",,Family Leisure,Economy Class,Seattle to Los Angeles,August 2017,3,5,1,2,3,1,no
Delta Air Lines,1,Kerstin Olsson,6th September 2017,"✅ Verified Review | Flew Stockholm to New York City. First leg of the trip was met with a 3 hour delay then for our return flight my one son with special needs was not allowed to check in online, while the rest of my family, consisting of myself and my three other children, were cleared. He was subjected to a ""random"" security check that was stress inducing and confusing for my other children. I will never fly Delta again! This is how they treat families with young children? Never again.",Boeing 757,Family Leisure,Economy Class,Stockholm to New York City,August 2017,1,1,1,1,1,1,no
Delta Air Lines,1,Richard Callis,5th September 2017,"✅ Verified Review | A new level of awful. My curiosity got the better of me. Could Delta be as bad as everyone I knew told me it was. I should have trusted my instinct. A clapped out old A330, clapped out cabin design, the seat to be fair was comfortable and I did get a good sleep. Dinner service did not happen as they did not have enough beef to cater for the needs of their business passengers. Sat in seat 4J I was surprised to learn that you need to sit on the ""captains side"" of the plane if you want to get your choice of meal with Delta. The crew member I spoke to was wholly disinterested in any form of complaint and said ""Listen what do you want?"" Naturally I considered approaching the purser on the plane to speak to him about perhaps guiding his staff on how to deal with premium passengers. When I learned a few moments later that this guy was the purser I realised that my night was over and this was a bus service to Atlanta and that I should expect no level of service whatsoever. Looking for good things. The seat, thats it. Bring your own food, don't expect any manners, get on the bus, sit down, shut up and you'll get to your destination in one piece. I spend a lot of my own money flying in a style that I like to enjoy. Delta failed, failed and failed again. I regret that I now have to continue flying on to Paris with Delta. Thankfully this flight is in economy and as such I already have no expectation of service whatsoever.",A330-300,Solo Leisure,Business Class,Sao Paulo to Atlanta,September 2017,5,1,1,3,1,1,no
Delta Air Lines,10,Andrea Hatfield,2nd September 2017,"✅ Verified Review | Fayetteville to Minneapolis. Being disabled with a broken ankle, I was dreading my flight to Minneapolis. At the gate I was pleased to be helped so efficiently and pleasantly by a personable lady attendant. Upon boarding the aircraft, we were met by a steward who made us feel very welcomed and was so helpful. During the flight, he and a stewardess went over and above to make my grandson (age 7) and I have a delightful trip. The plane was beautiful- very clean and well maintained. The captain was great about keeping us informed and the flight was on time and smooth! Thank you so much for such a pleasant surprise trip!",,Solo Leisure,Economy Class,Fayetteville to Minneapolis,August 2017,5,5,5,,5,5,yes
Delta Air Lines,1,J Lewis,2nd September 2017,"✅ Verified Review | Delta let us wait for more than seven hours (check in at 12 noon, original departure at 13.50 for flight from Seattle to Amsterdam, now expected - but still not confirmed - for 20.30). The staff are friendly enough but have no clue. Other airlines would long since have brought in a new plane or at least cancelled the flight.",,Business,Premium Economy,Seattle to Amsterdam,August 2017,1,1,,,3,1,no
Delta Air Lines,5,Ivan Oscar Sterza,31st August 2017,"✅ Verified Review | New York to Atlanta. Nothing particulartly positive about this flight. The Delta First Class seat looks like a 1990s long-haul business class seat, with the difference it does not recline and there is no footrest. Food selection very limited (sandwich or chicken salad), I took the salad and quality was overall good; beverages selection limited as well and a Chardonnay served in a plastic glass before take.off is something simply meaningless (especially if during dinner proper glasses are used). Crew - like in the previous long-haul flight - seemed a bit too ""casual"", which can be easily misunderstood with unprofessional (I have been more than once addressed as ""honey"" during the flight). IFE very good on such a short flight, with large screen and possibility to use my own headphones. Overall an average experience.",A320,Solo Leisure,First Class,New York to Atlanta,August 2017,2,2,3,4,3,3,yes
Delta Air Lines,1,S Johnson,30th August 2017,"✅ Verified Review | My son is in the military in Killeen Tx, he has a four day weekend coming up and wants to come visit. I purchased his tickets from Killeen to Panama City (United) for August 31 and the return trip on Delta for September 4th. Unfortunately Harvey happened and United had to cancel his outgoing flight to Panama City. I called JustFly (the online ticketing agency) and Delta to request a refund for the return trip due to the fact that my son will not be in Florida due to the cancelled flight (if he is not in Florida, he cannot utilize a flight from Florida). Justfly said they needed some sort of waiver from Delta to process a cancellation and refund, Delta said that the flight was not affected by Harvey and therefore there will be no refund. My son only had that 4 day available to come visit, yet Delta was very proud that they were willing to waive the change fee, and were gracious to give me a credit that could be used anytime before August 2018. I told them that the only reason I had to cancel the flight was because my son will not be in Florida, it only makes sense that if he is not here he cannot board a plane here. I was also informed that if I did not call Delta back on September 4th to cancel his reservation I would be charged a no show fee (funny how me being on the phone (with both Delta and Justfly for a total of 4hrs, did not qualify as notice that he would not be on the return trip, of a trip he cannot take!). I can see having an issue if someone was just willy nilly changing their minds about traveling, sure charge me a change fee, but when you are physically unable to take a trip due to circumstances beyond your control (Harvey has closed down Texas), then the airline should consider the circumstances and provide a refund and cancellation without fees or penalties in hopes that the traveller would remember how gracious the airline had been and would make sure to fly that airline in the future. Unfortunately Delta is not that type of provider, so if you are reading this review I suggest that maybe you shop elsewhere just in case (god forbid) a similar situation happens and you are stuck not able to get your money back. I am sure that Delta will be enjoying a very nice self appreciation party on my dime. No compassion or empathy for their customers.",,Solo Leisure,Economy Class,Atlanta to Killeen,May 2017,,,,,1,1,no
Delta Air Lines,3,Ivan Oscar Sterza,30th August 2017,"✅ Verified Review | Atlanta to Santiago de Chile. Quite an awful experience on a decrepit Boeing 767-300. Cabin configuration with a staggered 1-2-1, seat itself very old but sort of ok (narrow though). The worst of this flight is the inflight service, seems at Delta they don't take their premium customers seriously; food below par (entree cold, beef fillet hard as a stone); presentation so poor (when you put some warm bread on my tray, why on Earth should you put it on the butter so that it melts everywhere?). Cabin crew attitude too casual for a business class cabin. IFE in such a small screen that some smartphones are bigger; new business class blanket (by Westin) is oddly covered - on the supposedly external face in a very hard and ""plastic""-look-and-touch material which I fail to understand. Overall the service looks more like a Premium Economy than a Business Class, I keep asking myself when Delta will get rid of those old dinosaurs that are B767s",Boeing 767-300,Business,Business Class,Atlanta to Santiago de Chile,August 2017,3,2,1,2,3,2,no
Delta Air Lines,1,C Johnson,27th August 2017,"✅ Verified Review | Recently flew 4 legs from Cleveland to Minneapolis, Minneapolis to Lincoln and return. Flight time was changed to 2 hours before original scheduled time. When we got to airport flight was delayed. Flight was overbooked, took some time to find volunteers to give up seats and then assign seat numbers to the rest of us. Got notification while in the air (we weren't able to receive it until we landed) that our 9.15 flight had been delayed until 2.30. Found out that it was because of a computer glitch that sent crew to other places and it would take that long to get them back. Changed to another flight but that flight was delayed for the same reason. Clerk said this is not the first time this has happened, you should have been here Saturday! Flight was then delayed until 4.30 and eventually cancelled.",,Couple Leisure,Premium Economy,"Cleveland to Minneapolis, Minneapolis to Lincoln",August 2017,3,3,2,2,3,1,no
Delta Air Lines,8,Peter Pomeranze,26th August 2017,✅ Verified Review | Flew Delta from Seattle to New Orleans via Atlanta. I chose this flight because the aircraft was internationally configured and that made the difference. It was fine but the aircraft interior seemed a bit beat up. The service was domestic of course and ok. Crew was fine. Flight was delayed two hours but assistance rebooking connection was handled well.,Boeing 767/ Boeing 737,Solo Leisure,Business Class,Seattle to New Orleans via Atlanta,August 2017,5,4,4,4,5,5,yes
Delta Air Lines,2,S Keens,22nd August 2017,"✅ Verified Review | Raleigh Durham to La Guardia. Fell below par. The staff was nice, but our pilot was 2 hours late. A one and a half hour flight turned into 6 hours due to a pilot and the weather. Before returning home I got a alert that my flight was cancelled and that I needed to call Delta. There was a 3 hr wait time. When I called again later, I waited another hour before finally speaking with someone. She stated there were no flights leaving LGA for the rest of the week, and I find that hard to believe. She stated the only flight leaving LGA was at 6 am the very next morning and there was a possibility that the flight may not even take off due to weather conditions. I asked if I could have credit for a train or a bus at a later time. I understand that tickets are non refundable, but in the situation, I needed an alternative option. Thankfully we made it home safely even after all of the trouble and cutting our trip short.",,Family Leisure,Economy Class,Raleigh Durham to La Guardia,August 2017,4,5,2,1,2,1,no
Delta Air Lines,10,J Jerviss,22nd August 2017,"✅ Verified Review | Excellent service from ground staff. They use your name when scanning your boarding pass and I noticed they used everyone's surnames. Pretty impressive. Onboard flight attendants warm and cheerful. All flight attendants greeted me including those preparing the galley. Seat was a lie-flat with a Westin pillow and duvet, each individually wrapped. Great selection of movies, TV shows, games and music. Slept for most of the trip but woke for the landing service. Had beef bourguignon with mashed potatoes. Delicious! They also had laksa noodles which smelled good as well. Bathrooms clean and I like the blue LED mood lighting inside. Way to go Delta! The best international service from a US carrier so far.",Boeing 767-300,Solo Leisure,Business Class,Singapore to Tokyo Narita,August 2017,5,5,5,5,5,5,yes
Delta Air Lines,8,D Collard,20th August 2017,"✅ Verified Review | Victoria-Seattle-Atlanta-Washington (DCA), Delta Comfort+ class, outbound on 2 August 2017, returning 10 August, using points accumulated with KLM plus $400 in taxes and fees. In both directions, YYJ-SEA legs were served by SkyWest using CRJ-700 aircraft; SEA-ATL legs used B757 outbound and A321 for the return; ATL-DCA legs used A321s in both directions. For all legs, interior cabins were clean and modern (even the B757, a model that Boeing stopped manufacturing in 2003). A321s were brand-new, but nevertheless had the seating design problem of wasting several centimetres of available fuselage width owing to an unnecessary gap between the window-seat armrests and fuselage. A321s also had the new narrower washroom design. A pregnant or significantly overweight passenger would have difficulty turning around inside. Delta categorizes its passengers under many rubrics – Comfort Class, Comfort+ Class, Delta One Class, SkyPriority Class, Medallion Class, Premium Cabin, Main Cabin, and so on. The only clearly-named category I recognised was ""First Class"". I didn't think any of my flights had a ""First Class"", but, on one of my outbound flights, the gate agents nevertheless announced it as one of the groups for early boarding (even in advance of parents with small children and passengers using wheelchairs!). By the end of my trip, I discovered that my ""Comfort+ Class"" ticket was considered also to be in the ""Premium Cabin"" and ""SkyPriority Class"" categories, which all overlapped. A full set of definitions should have been provided as part of the ticket. IFE offered a decent selection of audio and video, but the categorisation made no sense: better to look for the full A-Z listing. For Comfort+ class, ""snacks"" were offered; but the only real food was a banana. Alcoholic beverages were supposed to be available without additional charge for Comfort+ passengers, but at no time did the FAs explicitly say so. Outbound, the ATL-DCA leg was cancelled, as were three other Delta flights that evening serving the same route. Delta apologised profusely, explaining that thunderstorms in the US northeast corridor had prevented flights from landing at DCA and mentioning air-traffic-control congestion as a contributing factor. Oddly, after I arrived in Washington the next day, friends told me they could recall no rain or thunderstorms in Washington the night before. Passengers on the cancelled flights were required to stay overnight at ATL at our own expense. Many passengers did their own rebooking of flights online. Only one Delta agent was present at the service counter near the gate to do rebooking in person. Nearby were Delta telephones where rebooking agents could be reached, but few people noticed them. For overnight lodging, Delta gave us a print-out saying that it had a ""negotiated rate"" with a nearby motor hotel, although it didn't make an outright recommendation. It was a seedy place, well worn and with visible damage to walls and fixtures. It is unwise for Delta to associate its name with that motor hotel. I had one G&T on the ATL-SEA return leg. The FA had no idea how the drink should be poured, even though I'd done my best to ask her to (i) give me a cup with a couple of ice cubes, then (ii) give me the little bottle of gin (they offered Bombay Sapphire), and then (iii) let me pour the tonic water as the last step. She kept giving me a combination of ice and tonic water first, for me to add the gin as the last step. My Grandma would be horrified.",CRJ-700 / Boeing 757 / A321,Solo Leisure,Premium Economy,Victoria to Washington DCA via Seattle / Atlanta,August 2017,3,3,1,2,4,4,yes
Delta Air Lines,1,S Maltan,17th August 2017,"✅ Verified Review | Chicago to Salt Lake City. Can someone please tell me why when I make my reservations weeks is advance, I am not given the option to select a seat? Then when I check in 24 hrs in advance, they again will not give me an option to select a seat? Then, I have to go to the counter to get a seat even assigned to me. Then, when I request an isle or a window I am told (with a sarcastic laugh) no due to it being an oversold flight? How again an oversold flight is my problem? I followed protocol and I get punished as a customer. I tried Delta again after a while of not using them due to similar issues, but I am sorry to say it's back to American Airlines for me. I'm sure Delta will never read this and even if they do they won't care, I'm just trying to protect fellow passengers who spend their hard earned money on this ridiculous company. Save your money and fly elsewhere!",,Business,Economy Class,Chicago to Salt Lake City,August 2017,2,2,1,,1,1,no
Delta Air Lines,1,M Roeseger,17th August 2017,✅ Verified Review | We decided to fly from NYC to Miami return with because we had a coupon from an earlier flight we had to cancel. It was just a small amount they gave us back but we thought it's worth it to use it. But after what happened to us on august 2 we will never book with delta again. Our plane was scheduled for 7:02 pm (August 2nd) but then they kept delaying the flight for 3 hours and it kept getting more. Around 8 we saw that other flights would depart earlier then ours (by that time 12:30) so we tried to check if there were other seats available on other planes ! That was the time when we read that the flight got cancelled! We did not get informed by delta nothing! It was not even on the board. So we went to the gate agent to talk with them but the people we talked to didn't understand our situation at all. We literally had to beg them to help us. My boyfriend called the number they gave us to at least get a coupon or anything that could help us out. But nothing. Even when I asked them for blankets they got mad. Just because we didn't want to accept that they are allowed to treat us like that just because the flight got canceled due bad weather conditions in New York. Now was the time we gave up hope and decided to stay next to other people sleeping on the Floor waiting for our flight to depart at 11:10 am! Which means we spent more than 16hours at the airport waiting to fly to Atlanta before we finally got the chance to fly back to New York. In Miami we ended up sleeping on a bench. But the benches there are the hardest I ever sat on so it was pretty much impossible to sleep. I swear that was the first and definitely the last time in my life I fly with delta. Unbelievable - I don't know where the humanity went!,,Couple Leisure,Economy Class,Miami to New York,July 2017,2,2,2,3,1,1,no
Delta Air Lines,5,Bay Lor,16th August 2017,"✅ Verified Review | Las Vegas to Minneapolis. The people I talked to on the phone had great service. Counter was a different story. My family had a 4 hour layover in Vegas. We asked for boarding pass so we could go out to grab a bite. They guy first said he couldn't until an hour prior to our flight. We had to explain why we needed our pass before he printed our pass. While doing this he made a couple rude statement, ""how many people do you have? Making me work"" are they not here to help? Next time I'll make sure the person is having a good day before asking about my seats. After all said and done everybody is sitting alone. With a group of 14, five are kids. After a second third time talking to him we finally got the kids together. Forget that we checked in early to try to get seats together, forget that we booked together. Next time I'll fly with someone else.",,Family Leisure,Economy Class,Las Vegas to Minneapolis,August 2017,3,4,4,5,1,2,no
Delta Air Lines,1,C Robinson,16th August 2017,"✅ Verified Review | This is my 4th and last reservation with Delta. The prior 3 reservations were all late, I missed my connections and had to wait hours for the next plane. The last straw was today 8/14/17. My son is in the military and is coming home on leave. Delta decides to delay a plane with approximately 25 people for 3 hours because ""a flight attendant got lost"". So needless to say, my son missed his first connection, now will miss the second connection (and last flight to Florida by the way) and now has to stay at the airport until the next flight after 8am tomorrow. Ladies and gentlemen, that is how Delta rewards our men and women who serve in the military.",,Solo Leisure,Economy Class,"Jacksonville, NC to Fort Myers, FL",August 2017,1,1,1,,1,1,no
Delta Air Lines,7,P Manston,12th August 2017,"✅ Verified Review | Ft Lauderdale to Amsterdam via Atlanta. I am a Diamond Medallion, almost 2 million mile flyer. I have flown Delta forever and stand behind the company as (generally) nearly world-class. On this trip I really needed some help, asked for it, and was ignored by Delta. I flew FLL-ATL-AMS, travelling in Delta One and First Class, connecting in AMS to KLM for onward travel. I bought the flight on Delta.Com and despite have a 1:04 connection time in ATL did not see the timing as a problem. Bad weather in ATL delayed us and, oddly, FLL agents boarded the flight, then unboarded, then immediately reboarded the airplane. While in the terminal waiting to reboard I asked a Redcoat to notify ATL of my close connection and asked for “meet and assist” help upon arrival. I watched him type in the request and listened as he read it to me. We arrived in ATL on an A gate with 24 minutes to spare – my AMS departure was leaving from an E gate. Of course, no one was there to assist and the one gate agent had his hands full with normal gate arrival activities. While running to the connections train I saw on a departures board that the AMS flight, which had been showing on-time on the Delta mobile app, was now delayed 30 minutes. Not sure what to believe I hustled to the E gate, where boarding had not even begun. I am disappointed because on this trip I needed help from Delta and got blown off. As a passenger asking for help I hoped they would step up. I am hugely disappointed in their lack of response. Apparently loyalty is one–way only.",A330,Business,Business Class,Ft Lauderdale to Amsterdam via Atlanta,July 2017,4,5,4,4,1,3,yes
Delta Air Lines,1,S Mareno,11th August 2017,"✅ Verified Review | Atlanta to Miami. Arrived 3 hours early for connecting flight after our KLM flight from Amsterdam. Due to huge line in immigration and security and hardly any staff raced to gate to board for Miami but they closed the doors already. No accommodations, no apology just rude attitude from gate agent. No calling passengers names and flight left missing many passengers from the wait line. Have no idea if luggage made it or not and freezing cold lying on floor amongst all the dust and construction noise. Very unpleasant situation. The KLM flight was little late departing as waiting for late passenger to board and announcing them several times. No such courtesy for us and no courtesy or help at all.",,Family Leisure,Economy Class,Atlanta to Miami,August 2017,,,,,1,1,no
Delta Air Lines,10,Alfred Grishaj,9th August 2017,"✅ Verified Review | We flew from Detroit, connected in JFK and final destination Punta Cana, upon arrival at the gate at JFK for the connecting flight via Delta we needed to check in at the gate because boarding passes were not available at departure city. The representatives were great and very professional at the JFK gate B22 - very patient and professional and got my and my wife to sit together even though the flight was already boarding upon our arrival at the gate.",,Couple Leisure,Premium Economy,Detroit to Punta Cana via New York,August 2017,5,5,5,,5,5,yes
Delta Air Lines,9,Cody Geaslin,9th August 2017,✅ Verified Review | Boston to Detroit. Big shout out to the gentleman flight attendant who gave the whole plane a Vegas worthy magic show! Made the flight enjoyable and the whole plane was laughing the whole way it was awesome. I hope Delta hires more people like him who really take pride in their job!,,Couple Leisure,Economy Class,Boston to Detroit,August 2017,2,5,4,5,4,5,yes
Delta Air Lines,1,Ty Blair,8th August 2017,"✅ Verified Review | Delta have adopted Spirit Airlines as their business model but they stand behind having room and space for people to operate in, which is false. The service workers are as good as they can be but the policy makers have put all these folks in a bad spot cramming tons of people in tight spaces. Boarding and exiting the plane is unorganized and difficult. Delta are a bad choice if your flight is over 90 minutes long. Leg room is non-existent, even in most of their preferred seating. Long lines in just two bathrooms areas from NYC to San Francisco. Will not be flying Delta anymore.",,Solo Leisure,Business Class,New York JFK to San Francisco,July 2017,1,2,2,2,2,1,no
Delta Air Lines,2,L Weber,7th August 2017,"✅ Verified Review | Flew Detroit to LaGuardia. This is again an example of cattle transport. Delta had old planes. This one really looked like it was ready for the junk yard. Again, at Delta you get nothing. The seats are totally uncomfortable as well. I was happy to land in New York and have this experience behind me.",Boeing 717,Business,Economy Class,Detroit to LaGuardia,November 2016,1,1,,,2,1,no
Delta Air Lines,1,E Vallen,6th August 2017,"✅ Verified Review | I was in transit in Minneapolis from Tokyo, in order to go back home in Monreal, on August 5th. My flight has been delayed until August 6th 12h00 pm. The aircraft had a mechanical problem which would be supposed to be fix up during the night. Because I was in transit, I didn't havethe right to go out of the airport to the hotel that was offered by the airline. I was the only customer in this situation, so they managed my problem by giving me a mattress, a pillow and a blanket, and told me to sleep in the airport. I asked if it would be possible to open one of the Delta Lounge for the night, but I was told that it was not possible. I waited 1 hour and a half for the pillow and the blanket. One of the passenger told me that that it was the second cancellation in 2 days for this flight going to Montreal.",,Solo Leisure,Economy Class,Minneapolis to Montreal,August 2017,1,1,1,2,1,1,no
